Id,Acquisition Campaign_0,Acquisition Campaign_1,Acquisition Campaign_2,Acquisition Campaign_3,Acquisition Campaign_4,Acquisition Campaign_5,Converted,City_0,City_1,City_2,City_3,City_4,Use Case_Concerts and festivals,Use Case_Corporate Events,Use Case_Educational Seminars,Use Case_Not_Specified,Use Case_Sports Events,Use Case_Wedding Planning,Source_Inbound,Source_Not_Specified,Source_Outbound,month,day,Status,Price,Days,Discount,Pain_Not_Specified,Pain_financial control,Pain_operations,Pain_quality of delivery,Pain_time saving
ddwzca18,0,0,0,0,0,1,True,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,26,Closed Won,300,0,False,0,0,1,0,0
3ifpmlou,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,15,Closed Won,768,-136,False,0,0,1,0,0
c72pcuc5,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,4,26,Closed Lost,150,0,False,0,0,1,0,0
actfdaol,0,0,0,0,0,1,True,0,0,0,1,1,0,0,0,0,1,0,1,0,0,4,26,Closed Lost,300,61,True,0,0,1,0,0
l9f4qvd4,0,0,0,0,0,1,True,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4,26,Closed Lost,240,-169,True,0,0,1,0,0
xwinrglu,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,26,Closed Won,1350,0,False,0,0,1,0,0
vdtajjfu,0,0,0,0,0,1,True,1,0,1,0,0,0,0,1,0,0,0,1,0,0,4,26,Closed Won,1344,0,False,0,0,0,1,0
ckkjlpk4,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,4,26,Closed Won,360,0,False,0,1,0,0,0
nsokcbz0,0,0,0,0,0,1,True,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7,15,Closed Lost,200,1,True,0,0,1,0,0
k8xim15f,0,0,0,0,0,1,True,0,1,1,1,0,0,0,1,0,0,0,1,0,0,4,26,Closed Lost,960,0,False,0,0,1,0,0
igfy3pl0,0,0,0,0,0,1,True,0,0,1,1,1,0,0,0,0,1,0,0,0,1,7,15,Closed Lost,200,97,False,0,1,0,0,0
buqhj6l3,0,0,0,0,0,1,True,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,26,Closed Won,1500,0,False,0,1,0,0,0
omn8rjry,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,4,26,Closed Won,768,0,False,0,0,1,0,0
uree61iv,0,0,0,0,0,1,True,0,0,1,1,1,0,1,0,0,0,0,1,0,0,4,26,Closed Won,240,0,False,0,0,0,1,0
ouxycemo,0,0,0,0,0,1,True,1,0,1,0,1,0,0,0,0,1,0,1,0,0,7,15,Closed Lost,576,172,False,0,1,0,0,0
hindfzlo,0,0,0,0,0,1,True,1,0,0,1,1,0,1,0,0,0,0,0,0,1,7,15,Closed Won,576,0,False,0,0,1,0,0
rpr3j5gj,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,4,26,Closed Won,360,0,False,0,0,1,0,0
33phm3ne,0,0,0,0,0,1,True,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,16,Closed Won,360,84,False,0,0,1,0,0
00mlqxtx,0,0,0,0,0,1,True,0,0,0,1,1,0,0,0,0,1,0,0,0,1,7,16,Closed Lost,240,0,True,0,1,0,0,0
8mpirf6k,0,0,0,0,0,1,True,0,0,1,1,0,0,1,0,0,0,0,1,0,0,7,16,Closed Lost,150,0,False,0,0,1,0,0
1c13wzfy,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,16,Closed Lost,200,3,False,0,0,1,0,0
bnahxmix,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,16,Closed Lost,200,2,True,0,0,0,1,0
fy2iedcn,0,0,0,0,0,1,True,0,1,1,1,0,0,1,0,0,0,0,1,0,0,5,27,Closed Lost,360,-272,False,0,0,1,0,0
3tptinu3,0,0,0,0,0,1,True,0,0,0,1,1,0,0,1,0,0,0,1,0,0,5,27,Closed Lost,768,-154,False,0,0,1,0,0
i02zp3cg,0,0,0,0,0,1,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5,27,Closed Won,360,61,False,0,1,0,0,0
7zuri8s3,0,0,0,0,0,1,True,0,0,0,1,0,0,1,0,0,0,0,1,0,0,7,16,Closed Lost,200,1,True,0,0,1,0,0
y653cakc,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5,27,Closed Won,1680,0,False,0,0,1,0,0
yxznmdj0,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,16,Closed Lost,360,7,False,0,0,1,0,0
l4xmcfuk,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5,27,Closed Won,768,0,False,0,0,1,0,0
onnuowj9,0,0,0,0,0,1,True,0,1,0,0,1,0,0,0,0,1,0,1,0,0,7,16,Closed Won,150,2,False,0,0,1,0,0
8n76zaaf,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,16,Closed Won,768,3,False,0,0,1,0,0
5u51te8o,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,26,Closed Lost,500,-244,True,0,0,1,0,0
dmk6pouy,0,0,0,0,0,1,True,1,0,1,0,1,0,0,0,0,1,0,1,0,0,6,26,Closed Won,324,0,False,0,0,0,1,0
9f2kt2zp,0,0,0,0,0,1,True,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,26,Closed Lost,768,92,False,0,1,0,0,0
szsmcuuq,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,26,Closed Won,360,0,False,0,0,1,0,0
p0c2w0vu,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,26,Closed Lost,768,-121,False,0,0,1,0,0
iy2xzett,0,0,0,0,0,1,True,0,0,1,1,1,0,1,0,0,0,0,1,0,0,6,26,Closed Lost,150,-284,False,0,0,1,0,0
07gu6np8,0,0,0,0,0,1,True,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6,26,Closed Won,150,30,False,0,1,0,0,0
2ub4yt3t,0,0,0,0,0,1,True,0,0,1,0,1,0,1,0,0,0,0,1,0,0,6,26,Closed Lost,200,-161,True,0,0,1,0,0
6vll8j49,0,0,0,0,0,1,True,0,0,0,1,0,0,1,0,0,0,0,0,0,1,7,17,Closed Lost,200,0,True,0,1,0,0,0
b9bsfs1w,0,0,0,0,0,1,True,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6,26,Closed Lost,200,0,True,0,0,0,1,0
pwvcnd4r,0,0,0,0,0,1,True,1,0,0,0,1,0,0,1,0,0,0,1,0,0,7,17,Closed Lost,500,5,False,0,1,0,0,0
vcg9yf8y,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,26,Closed Lost,200,-318,True,0,1,0,0,0
4ibx43u4,0,0,0,0,0,1,True,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7,17,Demo 1,0,3,True,1,0,0,0,0
qqdllbnf,0,0,0,0,0,1,True,0,1,0,1,0,0,1,0,0,0,0,1,0,0,7,18,Closed Won,150,0,False,0,0,1,0,0
vlj7idqn,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,18,Closed Won,768,6,False,0,0,1,0,0
nibocqbz,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,18,Closed Lost,960,62,True,0,0,1,0,0
hsqbhvn8,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,27,Closed Lost,240,-318,False,0,0,1,0,0
ih4dlg6s,0,0,0,0,0,1,True,1,0,0,0,1,0,1,0,0,0,0,0,0,1,7,18,Negotiation,360,0,True,0,0,1,0,0
ndqsfnzp,0,0,0,0,0,1,True,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7,18,Closed Lost,240,39,True,0,0,0,1,0
jdrkumvv,0,0,0,0,0,1,True,0,1,1,1,0,0,0,0,0,1,0,1,0,0,7,27,Closed Lost,360,-322,False,0,0,1,0,0
q4jv35sz,0,0,0,0,0,1,True,0,1,0,1,0,0,1,0,0,0,0,1,0,0,7,18,Closed Lost,768,0,True,0,0,1,0,0
ot199fgi,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,0,0,1,7,18,Closed Won,150,0,False,0,0,1,0,0
19xon7w6,0,0,0,0,0,1,True,0,0,1,1,0,0,1,0,0,0,0,1,0,0,7,18,Closed Lost,240,73,False,0,0,1,0,0
wzu101jv,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,18,Closed Won,960,0,False,0,0,1,0,0
eoomtaj3,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,27,Closed Lost,200,-253,True,0,0,0,1,0
mx406fnz,0,0,0,0,0,1,True,0,0,0,1,1,0,0,1,0,0,0,1,0,0,8,27,Closed Lost,768,-274,False,0,0,1,0,0
4lckd1zl,0,0,0,1,0,1,True,0,1,1,0,0,0,0,1,0,0,0,1,0,0,7,18,Closed Lost,200,23,False,0,0,0,1,0
rzqzondy,0,0,0,0,0,1,True,1,0,1,0,0,0,0,1,0,0,0,1,0,0,8,27,Closed Won,240,-194,False,0,0,0,1,0
cwzveddi,0,0,0,0,0,1,True,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,27,Closed Lost,240,-318,False,0,1,0,0,0
oz6w5n6d,0,0,0,0,0,1,True,1,0,1,0,1,0,1,0,0,0,0,1,0,0,8,27,Closed Lost,360,-321,False,0,0,1,0,0
xcr65tj8,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,19,Closed Won,960,0,False,0,0,1,0,0
v1ple1l5,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,19,Closed Won,360,0,False,0,0,1,0,0
1541gzro,0,0,0,0,0,1,True,0,0,0,1,1,0,0,0,0,1,0,1,0,0,8,27,Closed Lost,150,-253,False,0,1,0,0,0
mx5ghp6e,0,0,0,0,0,1,True,0,0,0,1,1,0,0,1,0,0,0,1,0,0,8,27,Closed Lost,1344,-185,False,0,0,0,1,0
sai1d76y,0,0,0,0,0,1,True,1,0,1,0,1,0,1,0,0,0,0,1,0,0,8,27,Checkbox,768,7,False,1,0,0,0,0
qze2p6w8,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,19,Closed Lost,324,2,False,0,0,0,0,1
un47ghwa,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,19,Closed Lost,360,3,True,0,0,1,0,0
cl4qxd17,0,0,0,0,0,1,True,0,0,1,1,1,0,0,0,0,1,0,1,0,0,8,27,Closed Won,150,-287,False,0,0,1,0,0
uxmt4hwy,0,0,0,0,0,1,True,0,0,1,0,1,0,1,0,0,0,0,1,0,0,9,26,Checkbox,360,0,False,0,0,1,0,0
g1r4awu9,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,9,26,Closed Won,576,0,False,0,0,1,0,0
ndzl4y9m,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,9,26,Closed Lost,1344,-277,False,0,0,1,0,0
i8bud1d8,0,0,0,0,0,1,True,0,1,0,0,1,0,1,0,0,0,0,1,0,0,9,26,Closed Lost,240,-277,False,0,0,1,0,0
18zqbqod,0,0,0,0,0,1,True,1,0,0,1,0,0,1,0,0,0,0,1,0,0,7,20,Closed Lost,150,3,True,0,1,0,0,0
d7os98c8,0,0,0,0,0,1,True,0,0,1,1,0,0,1,0,0,0,0,0,0,1,7,21,Closed Won,576,0,False,0,0,1,0,0
y3yh8zui,0,0,0,0,0,1,True,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,26,Closed Lost,240,0,False,0,0,1,0,0
2em4phqf,0,0,0,0,0,1,True,0,1,1,0,1,0,1,0,0,0,0,1,0,0,9,26,Closed Won,1008,0,False,0,0,1,0,0
cr9j6xv3,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,9,26,Closed Lost,200,-315,True,0,0,0,1,0
0sehtwhi,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,9,26,Closed Won,240,6,False,0,0,1,0,0
kfi9tr32,0,0,0,0,0,1,True,0,0,0,1,1,0,0,1,0,0,0,1,0,0,7,21,Closed Lost,768,4,False,0,1,0,0,0
f8bh1e85,0,0,0,0,0,1,True,1,0,1,0,1,0,1,0,0,0,0,1,0,0,9,26,Closed Won,360,0,False,0,0,1,0,0
wq42ydzd,0,0,0,0,0,1,True,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,26,Closed Won,768,0,False,0,0,1,0,0
xgvpsun7,0,0,0,0,0,1,True,0,0,0,1,1,0,0,1,0,0,0,1,0,0,9,26,Closed Lost,200,79,False,0,0,1,0,0
jrnavbzh,0,0,0,0,0,1,True,0,0,1,0,0,0,1,0,0,0,0,1,0,0,9,26,Closed Won,150,0,False,0,0,1,0,0
hjwdqe41,0,0,0,0,0,1,True,1,0,0,1,1,0,0,1,0,0,0,1,0,0,9,26,Closed Won,576,0,False,0,0,1,0,0
n87copjo,0,0,0,0,0,1,True,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7,21,Closed Won,768,1,False,0,1,0,0,0
qfrk2ma4,0,0,0,0,0,1,True,0,0,1,1,1,0,0,0,0,1,0,1,0,0,9,26,Closed Won,960,0,False,0,0,1,0,0
o3u0sav3,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,21,Closed Won,1344,30,False,0,0,1,0,0
6vr4coly,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,9,26,Closed Won,768,0,False,0,0,0,1,0
xc4s5xzz,0,0,0,0,0,1,True,1,0,0,0,1,0,0,1,0,0,0,1,0,0,9,26,Closed Lost,960,15,True,0,1,0,0,0
4l598d9u,0,0,0,0,0,1,True,1,0,1,0,1,0,0,0,0,1,0,1,0,0,9,26,Closed Won,240,0,False,0,0,1,0,0
7ftwo9rx,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,21,Closed Lost,18150,3,True,0,0,1,0,0
x53r3mz6,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,10,27,Closed Won,1344,0,False,0,0,1,0,0
1xwcj50s,0,0,0,0,0,1,True,1,0,1,0,1,0,1,0,0,0,0,1,0,0,7,22,Closed Won,324,0,False,0,0,1,0,0
x3x2z582,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,10,27,Closed Won,240,0,False,0,0,1,0,0
smefmplb,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,22,Closed Lost,360,23,False,0,1,0,0,0
veead8vb,0,0,0,0,0,1,True,0,0,0,1,1,0,0,1,0,0,0,1,0,0,10,27,Closed Won,360,3,False,0,0,0,1,0
44pzwg4o,0,0,0,0,0,1,True,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7,22,Closed Won,240,3,False,0,0,1,0,0
d2insnp1,0,0,0,0,0,1,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7,22,Closed Lost,576,-170,False,0,0,1,0,0
4yqlzh28,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,22,Closed Won,150,0,False,0,0,1,0,0
etm2dyxw,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,10,27,Closed Won,1344,0,False,0,0,1,0,0
qcvzx5zw,0,0,0,0,0,1,True,0,0,1,0,0,0,1,0,0,0,0,1,0,0,7,22,Closed Lost,960,-111,False,0,0,1,0,0
1zgtp62l,0,0,0,0,0,1,True,0,0,1,0,0,0,0,0,0,1,0,1,0,0,10,27,Closed Lost,576,31,False,0,0,1,0,0
52i3y937,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,22,Closed Won,150,0,False,0,1,0,0,0
3fodmi5o,0,0,0,0,0,1,True,0,0,0,1,1,0,0,0,0,1,0,1,0,0,7,22,Closed Lost,240,2,True,0,0,1,0,0
61dk2dhd,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,22,Closed Won,150,0,True,0,0,1,0,0
b0i6db08,0,0,0,0,0,1,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,10,27,Closed Won,360,5,False,0,0,1,0,0
bfsjkqqe,0,0,0,0,0,1,True,0,0,1,1,1,0,1,0,0,0,0,1,0,0,7,22,Closed Lost,240,-142,False,0,0,1,0,0
5m5gldg9,0,0,0,0,0,1,True,0,0,1,1,1,0,1,0,0,0,0,1,0,0,10,27,Closed Lost,360,1,False,0,0,1,0,0
nvrxmxd0,0,0,0,0,0,1,True,1,0,0,0,0,0,0,0,0,1,0,1,0,0,10,27,Closed Won,768,0,False,0,0,1,0,0
2x5rjovf,0,0,0,0,0,1,True,0,0,0,1,1,0,0,1,0,0,0,1,0,0,7,23,Closed Won,150,1,False,0,0,1,0,0
0d47k9k2,0,0,0,0,0,1,True,0,1,1,0,0,0,1,0,0,0,0,1,0,0,10,27,Closed Lost,768,-302,True,0,0,1,0,0
24lrgwes,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,10,27,Closed Won,360,-322,False,0,0,1,0,0
r1y94bya,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,10,27,Closed Won,240,0,False,0,0,0,1,0
9lao94p2,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,23,Closed Won,768,0,False,0,0,1,0,0
brlh7xh9,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,23,Closed Won,150,120,False,0,1,0,0,0
ab4673cz,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,23,Closed Lost,360,2,False,0,0,1,0,0
h989tjdn,0,0,0,0,0,1,True,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,23,Closed Lost,200,0,True,0,0,1,0,0
x9da1kin,0,0,0,0,0,1,True,0,0,0,1,1,0,0,1,0,0,0,1,0,0,7,23,Closed Lost,200,0,True,0,0,1,0,0
t1971nfo,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,23,Closed Lost,200,21,False,0,1,0,0,0
s8e6dbms,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,23,Closed Lost,300,53,True,0,0,1,0,0
3qcn45og,0,0,0,0,0,1,True,1,0,0,0,0,0,1,0,0,0,0,1,0,0,7,23,Closed Lost,360,2,False,0,0,0,1,0
9dmf0al9,0,0,0,0,0,1,True,1,0,1,0,0,0,1,0,0,0,0,1,0,0,11,26,Closed Lost,200,0,True,0,0,1,0,0
o26r2dsw,0,0,0,0,0,1,True,0,0,1,0,1,0,0,0,0,1,0,1,0,0,11,26,Closed Lost,1344,13,True,0,0,1,0,0
n58m8rau,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,23,Closed Lost,200,2,True,0,1,0,0,0
q7iykuec,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,29,Closed Won,768,0,False,0,0,1,0,0
5s94kimu,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,11,26,Closed Won,360,0,False,0,0,1,0,0
temaa3tj,0,0,0,0,0,1,True,0,1,1,0,1,0,1,0,0,0,0,1,0,0,7,23,Closed Lost,360,41,False,0,1,0,0,0
qdtlxa7a,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,11,26,Closed Won,240,0,False,0,1,0,0,0
4p7md8ll,0,0,0,0,0,1,True,0,0,1,1,0,0,0,0,0,1,0,1,0,0,11,26,Closed Won,360,-322,False,0,0,1,0,0
5hzk9544,0,0,0,1,1,0,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11,26,Closed Won,768,0,False,0,0,1,0,0
kid5ljt9,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,23,Closed Won,360,-111,False,0,0,0,0,1
jfajlxyk,0,0,0,0,0,1,True,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11,26,Closed Won,240,0,False,0,0,0,1,0
4tr4uodn,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,11,26,Closed Won,1008,0,False,0,0,1,0,0
v6rp9nwm,0,0,0,0,0,1,True,0,1,0,1,0,0,0,1,0,0,0,0,0,1,6,29,Closed Won,360,0,False,0,0,1,0,0
9smk22o9,0,0,0,0,0,1,True,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11,26,Closed Lost,360,-23,False,0,0,1,0,0
fmtjp569,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6,29,Closed Won,768,0,False,1,0,0,0,0
n5ax212h,0,0,0,0,0,1,True,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6,29,Closed Won,360,0,False,0,0,1,0,0
jz469xtm,0,0,0,0,0,1,True,0,1,0,0,1,0,0,0,0,1,0,1,0,0,11,26,Closed Lost,240,7,False,0,0,1,0,0
zjwor5lu,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6,29,Closed Lost,290,-66,True,0,0,1,0,0
5zumx85d,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,24,Closed Lost,150,1,True,0,0,1,0,0
ap2oaqjk,0,0,0,0,0,1,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7,24,Closed Lost,200,0,True,0,1,0,0,0
35n3z0sw,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,0,0,1,7,24,Closed Lost,150,0,True,0,0,1,0,0
m61iat82,0,0,0,0,0,1,True,0,1,0,0,0,0,0,0,0,1,0,1,0,0,11,26,Closed Lost,150,1,False,0,0,1,0,0
bd5shnni,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11,26,Closed Won,768,12,False,0,0,1,0,0
pwwfuw1n,0,0,0,0,0,1,True,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,29,Closed Won,120,92,False,0,0,1,0,0
4odk2p0v,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,11,26,Closed Lost,768,0,False,0,0,1,0,0
8vyipo1z,0,0,0,0,0,1,True,0,1,1,1,0,0,1,0,0,0,0,0,0,1,7,24,Closed Lost,360,203,True,0,0,1,0,0
aoyb9mja,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,11,26,Closed Won,768,0,False,1,0,0,0,0
qg2hjwlt,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6,29,Closed Lost,768,0,False,0,0,1,0,0
zjlp9b5j,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,24,Closed Won,960,0,False,0,0,1,0,0
q0jrneoe,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,24,Closed Won,300,0,False,0,0,1,0,0
mdx1nn4f,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,24,Closed Lost,768,130,False,0,0,1,0,0
2wr521ix,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,11,26,Closed Won,240,0,False,0,0,1,0,0
i9ayw9z0,0,0,0,0,0,1,True,0,0,1,1,0,0,1,0,0,0,0,1,0,0,7,24,Closed Won,450,0,False,0,0,1,0,0
ay8icjgv,0,0,0,0,0,1,True,0,0,1,0,1,0,0,0,0,1,0,1,0,0,11,26,Closed Won,240,0,False,0,0,1,0,0
9ofqjwjp,0,0,0,0,0,1,True,1,0,1,0,1,0,1,0,0,0,0,1,0,0,6,29,Closed Won,120,0,False,0,0,1,0,0
9gtqnkdp,0,0,0,0,0,1,True,0,0,1,0,1,0,0,1,0,0,0,0,0,1,6,29,Closed Lost,1680,1,False,0,0,1,0,0
bf396l05,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,8,Closed Lost,150,15,True,0,0,1,0,0
9gcnbckk,0,0,0,0,0,1,True,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,8,Closed Won,600,0,False,0,1,0,0,0
v4ck9swr,0,0,0,0,0,1,True,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,8,Closed Won,240,0,False,0,0,1,0,0
avca9pap,0,0,0,0,0,1,True,0,0,1,1,1,0,1,0,0,0,0,1,0,0,7,24,Closed Won,1344,0,False,0,1,0,0,0
e7jbrisv,0,0,0,0,0,1,True,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,8,Closed Won,360,0,False,0,0,1,0,0
aj8i3bfg,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,24,Closed Lost,200,212,True,0,0,0,1,0
dxno8pvn,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,24,Closed Lost,240,0,False,0,0,1,0,0
0h2084e4,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8,Closed Won,240,0,False,0,0,1,0,0
fzwvu95g,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,29,Closed Won,360,-113,False,1,0,0,0,0
1ykypqhe,0,0,0,0,0,1,True,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,8,Closed Lost,360,3,False,0,0,1,0,0
tqvjdhyb,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,25,Closed Won,360,183,False,0,1,0,0,0
epz5v51u,0,0,0,0,0,1,True,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,8,Closed Won,960,0,False,0,0,1,0,0
2pu9f6y5,0,0,0,0,0,1,True,0,0,1,1,1,0,1,0,0,0,0,1,0,0,7,25,Closed Won,360,0,False,0,0,0,1,0
f7oey7if,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,0,0,1,7,25,Closed Won,300,17,False,0,0,1,0,0
90f7ok34,0,0,0,0,0,1,True,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,8,Closed Won,300,0,False,0,0,1,0,0
q8ys48gi,0,0,0,0,0,1,True,1,0,1,0,0,0,1,0,0,0,0,1,0,0,7,25,Closed Won,1650,0,False,0,0,1,0,0
i0vscgix,0,0,0,0,0,1,True,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,8,Closed Lost,150,3,True,0,1,0,0,0
m0wa5qsv,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,0,0,1,7,25,Closed Won,14876,19,False,0,1,0,0,0
j075ja35,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8,Closed Lost,150,0,False,0,0,1,0,0
9n4rhk9o,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,8,Closed Lost,360,0,False,0,0,1,0,0
4j4c0jsm,0,0,0,0,0,1,True,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8,Closed Lost,200,0,True,0,0,1,0,0
